kata,ipa,e_count
beliau,bəliau,1
jing,dʒiŋ,0
kemendang,kəməndaŋ,2
mengaus,məŋaus,1
terkeluar,tərkəluar,2
pembeku,pəmbəku,2
menanti,mənanti,1
dikira,dikira,0
capelin,tʃapəlin,1
podium,podium,0
kehijauan,kəhidʒauan,1
kenidai,kənidai,1
peragat,pəragat,1
kepribadian,kəpribadian,1
buntut,buntut,0
merpitis,mərpitis,1
palu,palu,0
pisah,pisah,0
tertata,tərtata,1
boksen,boʔsən,1
seludu,səludu,1
bertapak,bərtapaʔ,1
hasta,hasta,0
didirikannya,didirikanɲa,0
peraka,pəraka,1
frekuensi,frekuensi,2
gumpalan,gumpalan,0
sendratari,səndratari,1
tenggala,təŋgala,1
menyebutkan,məɲəbutkan,2
lembar,ləmbar,1
terhampar,tərhampar,1
kantongnya,kantoŋɲa,0
komprehensif,komprehensif,2
membekap,məmbəkap,2
bacok,batʃoʔ,0
pangkas,paŋkas,0
tengkurap,təŋkurap,1
giro,giro,0
senang,sənaŋ,1
berdambin,bərdambin,1
solider,solider,1
sengkeling,səŋkəliŋ,2
kelebu,kələbu,2
biarawati,biarawati,0
andalan,andalan,0
buai,buai,0
ditahapkan,ditahapkan,0
letup,lətup,1
debitur,debitur,1
durnoisme,durnoismə,1
kenohong,kənohoŋ,1
terselesaikan,tərsələsaikan,3
melangsungkan,məlaŋsuŋkan,1
asali,asali,0
mengangsu,məŋaŋsu,1
adiguna,adiguna,0
terduduk,tərduduʔ,1
pemeriksa,pəməriʔsa,2
dikendalikan,dikəndalikan,1
ventrikel,ventrikəl,2
akuan,akuan,0
memerosotkan,məmərosotkan,2
performa,pərforma,1
butana,butana,0
tugas,tugas,0
kedutan,kədutan,1
kerinan,kərinan,1
berkerumun,bərkərumun,2
nafi,nafi,0
jamin,dʒamin,0
asabat,asabat,0
taruh,taruh,0
persahabatan,pərsahabatan,1
sulu,sulu,0
beranggap,bəraŋgap,1
imbang,imbaŋ,0
astenia,astenia,1
ayut,ajut,0
komersial,komersial,1
mencukil,məntʃukil,1
kebagusan,kəbagusan,1
mencerup,məntʃərup,2
kontribusi,kontribusi,0
jengkol,dʒeŋkol,1
lab,lab,0
tertolak,tərtolaʔ,1
mamah,mamah,0
menakjubkan,mənaʔdʒubkan,1
tersirat,tərsirat,1
arun,arun,0
nusa,nusa,0
adjektiva,addʒeʔtiva,1
aula,aula,0
ayem,ajəm,1
lain,lain,0
balela,balela,1
mengeraskan,məŋəraskan,2
kecerdasan,kətʃərdasan,2
berkeruyuk,bərkərujuʔ,2
celetuk,tʃələtuʔ,2
berbait,bərbait,1
ketuanya,kətuaɲa,1
pawagam,pawagam,0
komuni,komuni,0
pinang,pinaŋ,0
capar,tʃapar,0
kerutak,kərutaʔ,1
lengah,leŋah,1
perangkaan,pəraŋkaʔan,1
tengkingan,təŋkiŋan,1
digunakan,digunakan,0
luak,luaʔ,0
alim,alim,0
dianjung,diandʒuŋ,0
mengganti,məŋganti,1
melepak,mələpaʔ,2
berlambang,bərlambaŋ,1
analekta,analeʔta,1
menggantikannya,məŋgantikanɲa,1
merevisi,mərevisi,2
mencurah,məntʃurah,1
khir,ʔhir,0
keripik,kəripiʔ,1
menguduskan,məŋuduskan,1
akwal,aʔwal,0
atmosfer,atmosfer,1
sekitar,səkitar,1
mil,mil,0
memejamkan,məmədʒamkan,2
almuazam,almuazam,0
menguap,məŋuap,1
terbina,tərbina,1
kambing,kambiŋ,0
cialat,tʃialat,0
baris,baris,0
pemetaan,pəmətaʔan,2
mengarih,məŋarih,1
menyejarah,məɲədʒarah,2
keboyakan,kəbojakan,1
terbagus,tərbagus,1
menggelincirkan,məŋgəlintʃirkan,2
gratis,gratis,0
alergen,alergen,2
kampanye,kampaɲə,1
bergula,bərgula,1
komentar,komentar,1
hadapannya,hadapanɲa,0
merungut,məruŋut,1
sebangsa,səbaŋsa,1
kabung,kabuŋ,0
antan,antan,0
dipalu,dipalu,0
bongkong,boŋkoŋ,0
mengeksamen,məŋeʔsamən,3
langgar,laŋgar,0
mendadak,məndadaʔ,1
beraib,bəraib,1
berbetul,bərbətul,2
perlombaan,pərlombaʔan,1
detoksifikasi,detoʔsifikasi,1
penggelap,pəŋgəlap,2
pasaran,pasaran,0
firdaus,firdaus,0
mencecak,məntʃətʃaʔ,2
bancuh,bantʃuh,0
premis,premis,1
terpancing,tərpantʃiŋ,1
belelang,bəlelaŋ,2
pengoptimuman,pəŋoptimuman,1
permeabilitas,permeabilitas,2
pelangi,pəlaŋi,1
bidar,bidar,0
perei,pərei,2
berputih,bərputih,1
sintaksis,sintaʔsis,0
kebugaran,kəbugaran,1
pilar,pilar,0
impian,impian,0
payung,pajuŋ,0
pemercikan,pəmərtʃikan,2
cebil,tʃəbil,1
insaf,insaf,0
mengedaikan,məŋədaikan,2
imamat,imamat,0
disusukan,disusukan,0
teratas,təratas,1
menghamilkan,məŋhamilkan,1
bertimbang,bərtimbaŋ,1
karier,karier,1
mendengung,məndəŋuŋ,2
angkutan,aŋkutan,0
keladan,kəladan,1
berunsurkan,bərunsurkan,1
diare,diare,1
atlit,atlit,0
kekeruhan,kəkəruhan,2
tingkatan,tiŋkatan,0
koboi,koboi,0
diamalkan,diamalkan,0
ampel,ampel,1
sepohon,səpohon,1
mendasarkan,məndasarkan,1
hilir,hilir,0
segara,səgara,1
ajun,adʒun,0
kamu,kamu,0
pengasuh,pəŋasuh,1
kepundan,kəpundan,1
izzah,izzah,0
berbintil,bərbintil,1
kekentalan,kəkəntalan,2
tonggek,toŋgeʔ,1
perteraan,pərtəraʔan,2
radiogram,radiogram,0
kecabaran,kətʃabaran,1
mengkoordinir,məŋkoʔordinir,1
pembenar,pəmbənar,2
kasau,kasau,0
lontong,lontoŋ,0
cekik,tʃəkiʔ,1
menskors,mənskors,1
stagnasi,stagnasi,0
membilang,məmbilaŋ,1
cintamani,tʃintamani,0
cepiau,tʃəpiau,1
cumepak,tʃuməpaʔ,1
pengecer,pəŋetʃer,3
terelakkan,tərelaʔkan,2
yu,ju,0
terdaftar,tərdaftar,1
sanat,sanat,0
ekliptika,eʔliptika,1
deresi,deresi,2
mengecaskan,məŋətʃaskan,2
nazir,nazir,0
kebuk,kəbuʔ,1
mesara,məsara,1
mahram,mahram,0
menyembilu,məɲəmbilu,2
pedengan,pedeŋan,2
amnesia,amnesia,1
kelap,kəlap,1
boyong,bojoŋ,0
petugas,pətugas,1
reyot,rejot,1
kegagalan,kəgagalan,1
tanggung,taŋguŋ,0
terajam,təradʒam,1
wadah,wadah,0
narkosis,narkosis,0
periang,pəriaŋ,1
terpentin,terpentin,2
mandir,mandir,0
punya,puɲa,0
angglap,aŋglap,0
gemas,gəmas,1
penghancuran,pəŋhantʃuran,1
cekikik,tʃəkikiʔ,1
kejelitaan,kədʒəlitaʔan,2
parasit,parasit,0
tunda,tunda,0
introver,introver,1
kelai,kəlai,1
kilangan,kilaŋan,0
pelabuhan,pəlabuhan,1
blabar,blabar,0
serat,sərat,1
seismogram,seismogram,1
anorganik,anorganiʔ,0
membancarkan,məmbantʃarkan,1
mencecah,məntʃətʃah,2
pelawa,pəlawa,1
daki,daki,0
goreng,goreŋ,1
capjiki,tʃapdʒiki,0
menjanjikan,məndʒandʒikan,1
pateri,patəri,1
mendeklarasikan,məndeʔlarasikan,2
buntingan,buntiŋan,0
peluang,pəluaŋ,1
gara,gara,0
sedia,sədia,1
merogol,mərogol,1
longgok,loŋgoʔ,0
blus,blus,0
miskin,miskin,0
kiai,kiai,0
langit,laŋit,0
berkubang,bərkubaŋ,1
autokrasi,autoʔrasi,0
ditewaskan,ditewaskan,1
hendakkan,həndaʔkan,1
kungkung,kuŋkuŋ,0
keajukan,kəadʒukan,1
baunya,bauɲa,0
pejam,pədʒam,1
menaklukkan,mənaʔluʔkan,1
psikiater,psikiatər,1
kersik,kərsiʔ,1
bunuh an,bunuhan,0
memberkas,məmbərkas,2
merak,məraʔ,1
bungkang,buŋkaŋ,0
pendataran,pəndataran,1
diperbanyakkan,dipərbaɲaʔkan,1
kesenduan,kəsənduan,2
menyendikan,məɲəndikan,2
deteksi,deteʔsi,2
agaknya,agaʔɲa,0
pertapaan,pərtapaʔan,1
mencabik,məntʃabiʔ,1
tembera,təmbəra,2
aboi,aboi,0
berdecak,bərdətʃaʔ,2
bozah,bozah,0
kekejutan,kəkədʒutan,2
kelengar,kələŋar,2
dermaga,dərmaga,1
sedatar,sədatar,1
penyambung,pəɲambuŋ,1
gerabak,gərabaʔ,1
membelikan,məmbəlikan,2
perhatiannya,pərhatianɲa,1
kelam,kəlam,1
berantem,bərantəm,2
temanten,təmanten,2
wisata,wisata,0
osmosis,osmosis,0
penggubah,pəŋgubah,1
terlanggar,tərlaŋgar,1
kerisi,kərisi,1
siar,siar,0
mencina,məntʃina,1
absolutisme,absolutismə,1
aduhai,aduhai,0
bentar,bentar,1
mengusik,məŋusiʔ,1
mewasiatkan,məwasiatkan,1
kepis,kəpis,1
baheula,bahəula,1
fakultas,fakultas,0
kebiri,kəbiri,1
merongrong,məroŋroŋ,1
selesma,səlesma,2
banyaknya,baɲaʔɲa,0
rute,rutə,1
tertipu,tərtipu,1
bermasam,bərmasam,1
berdalil,bərdalil,1
jembel,dʒembel,2
ternganga,tərŋaŋa,1
kumbahan,kumbahan,0
mematikan,məmatikan,1
pembacokan,pəmbatʃokan,1
disisih,disisih,0
berpedoman,bərpədoman,2
segunung,səgunuŋ,1
mandung,manduŋ,0
malapetaka,malapətaka,1
pengrusakan,pəŋrusakan,1
membusung,məmbusuŋ,1
tenat,tənat,1
bercencang,bərtʃəntʃaŋ,2
lambai,lambai,0
daratan,daratan,0
ektohormon,eʔtohormon,1
getahnya,gətahɲa,1
influenza,influenza,1
kemajuan,kəmadʒuan,1
pecara,pətʃara,1
kacaukan,katʃaukan,0
keperluan,kəpərluan,2
keimanan,kəimanan,1
berjejak,bərdʒədʒaʔ,2
karar,karar,0
dabus,dabus,0
ketulusan,kətulusan,1
mempersediakan,məmpərsədiakan,3
lepa,lepa,1
ekstramarital,eʔstramarital,1
digdaya,digdaja,0
nasi,nasi,0
negarawan,nəgarawan,1
menyandang,məɲandaŋ,1
mencerabih,məntʃərabih,2
mertua,mərtua,1
senja,səndʒa,1
menggiling,məŋgiliŋ,1
piatu,piatu,0
disimpan,disimpan,0
kailan,kailan,0
penindasan,pənindasan,1
berciut,bərtʃiut,1
badannya,badanɲa,0
kerkup,kərkup,1
menyetrika,məɲətrika,2
menetekkan,məneteʔkan,3
monsun,monsun,0
gramofon,gramofon,0
petus,pətus,1
kosmetis,kosmetis,1
baya,baja,0
maritim,maritim,0
pelaksana,pəlaʔsana,1
nyenyak,ɲəɲaʔ,1
memperkukuh,məmpərkukuh,2
dekil,dəkil,1
teler,teler,2
umu,umu,0
pengampelas,pəŋampəlas,2
seismograf,seismograf,1
langganan,laŋganan,0
terbangun,tərbaŋun,1
pasak,pasaʔ,0
pengauditan,pəŋauditan,1
paprika,paprika,0
kepurun,kəpurun,1
berperata,bərpərata,2
menstruasi,menstruasi,1
mendaftarkan,məndaftarkan,1
mengejawantahkan,məŋedʒawantahkan,2
berantuk,bərantuʔ,1
malaya,malaja,0
dicintai,ditʃintai,0
calak,tʃalaʔ,0
serempu,sərəmpu,2
mendarahi,məndarahi,1
tanggap,taŋgap,0
ejaan,edʒaʔan,1
capuk,tʃapuʔ,0
takungan,takuŋan,0
membimbing,məmbimbiŋ,1
anta,anta,0
ambilan,ambilan,0
melihat,məlihat,1
laser,lasər,1
cuh,tʃuh,0
badur,badur,0
berlarian,bərlarian,1
bakau,bakau,0
mengumpat,məŋumpat,1
ceramah,tʃəramah,1
percampuran,pərtʃampuran,1
menenggelamkan,mənəŋgəlamkan,3
sepuk,səpuʔ,1
penyambungan,pəɲambuŋan,1
cilok,tʃiloʔ,0
membaliki,məmbaliki,1
pewaris,pəwaris,1
berketak,bərkətaʔ,2
alwah,alwah,0
primbon,primbon,0
pembayangan,pəmbajaŋan,1
bermusuh,bərmusuh,1
budak,budaʔ,0
bersendi,bərsəndi,2
osilasi,osilasi,0
biologis,biologis,0
distilasi,distilasi,0
moneter,moneter,2
berasrama,bərasrama,1
menggembirakan,məŋgəmbirakan,2
bengkar,bəŋkar,1
bersewaka,bərsewaka,2
belandongan,bəlandoŋan,1
pakar,pakar,0
tersekat,tərsəkat,2
ekuiti,ekuiti,1
menumbuh,mənumbuh,1
setti,setti,1
aerometer,aerometər,3
menceploskan,məntʃəploskan,2
sendok,sendoʔ,1
terenang,tərənaŋ,2
lampin,lampin,0
kersani,kərsani,1
menyingsing,məɲiŋsiŋ,1
bersembayan,bərsəmbajan,2
tertempuh,tərtəmpuh,2
sesah,səsah,1
melampaui,məlampaui,1
menolong,mənoloŋ,1
ahkam,ahkam,0
pembeberan,pəmbeberan,3
lereng,lereŋ,2
meniru,məniru,1
kuak,kuaʔ,0
bogor,bogor,0
diingat,diʔiŋat,0
sendar,səndar,1
sajak,sadʒaʔ,0
gundar,gundar,0
senarai,sənarai,1
buntu,buntu,0
filosofis,filosofis,0
alperes,alperes,2
kokas,kokas,0
benguk,bəŋuʔ,1
kapitan,kapitan,0
peka,peka,1
dabung,dabuŋ,0
dihakimi,dihakimi,0
menderap,məndərap,2
agitator,agitator,0
bersicengang,bərsitʃəŋaŋ,2
asepsis,asepsis,1
sedua,sədua,1
bopeng,bopeŋ,1
menjabarkan,məndʒabarkan,1
ansambel,ansambəl,1
bermaya,bərmaja,1
mengetip,məŋətip,2
membaik,məmbaiʔ,1
radang,radaŋ,0
kejan,kədʒan,1
debik,dəbiʔ,1
melipat,məlipat,1
salam,salam,0
murung,muruŋ,0
tekap,təkap,1
pemberitahuan,pəmbəritahuan,2
empiris,empiris,1
pencela,pəntʃəla,2
atol,atol,0
ajnas,adʒnas,0
serama,sərama,1
seti,səti,1
supai,supai,0
mutasi,mutasi,0
mengawai,məŋawai,1
serandang,sərandaŋ,1
berontak,bərontaʔ,1
terpakai,tərpakai,1
banyakan,baɲakan,0
sanggar,saŋgar,0
biogas,biogas,0
kelalang,kəlalaŋ,1
bersut,bərsut,1
banal,banal,0
kadaluwarsa,kadaluwarsa,0
raut,raut,0
bubutan,bubutan,0
peraknya,peraʔɲa,1
terbagi,tərbagi,1
ulasan,ulasan,0
jelata,dʒəlata,1
berdiang,bərdiaŋ,1
fardu,fardu,0
bersebelahan,bərsəbəlahan,3
pembilang,pəmbilaŋ,1
akur,akur,0
tabik,tabiʔ,0
disiarkan,disiarkan,0
sel,sel,1
mendribel,məndribəl,2
tahunan,tahunan,0
teknokrat,teʔnoʔrat,1
mengakhiri,məŋaʔhiri,1
bocok,botʃoʔ,0
pendok,pəndoʔ,1
bertanggung,bərtaŋguŋ,1
fluktuasi,fluʔtuasi,0
keganjilan,kəgandʒilan,1
kolot,kolot,0
pemalsu,pəmalsu,1
terbebar,tərbəbar,2
ambekan,ambəkan,1
masjid,masdʒid,0
hadirin,hadirin,0
pencakup,pəntʃakup,1
cacian,tʃatʃian,0
berangas,bəraŋas,1
difokuskan,difokuskan,0
bik,biʔ,0
meneker,mənekər,3
tante,tantə,1
memperkelahikan,məmpərkəlahikan,3
terselap,tərsəlap,2
masak,masaʔ,0
menyentak,məɲəntaʔ,2
piknik,piʔniʔ,0
baiknya,baiʔɲa,0
pohon,pohon,0
menyedot,məɲədot,2
membicu,məmbitʃu,1
dihadapinya,dihadapiɲa,0
gairah,gairah,0
pelangai,pəlaŋai,1
virus,virus,0
membidik,məmbidiʔ,1
terampil,tərampil,1
menebing,mənəbiŋ,2
mak,maʔ,0
belalak,bəlalaʔ,1
mesiu,məsiu,1
datangi,dataŋi,0
soto,soto,0
pengintip,pəŋintip,1
mencabut,məntʃabut,1
pelemparan,pəlemparan,2
tekeran,tekəran,2
berdapat,bərdapat,1
tunggu,tuŋgu,0
produsen,produsen,1
dipanggulnya,dipaŋgulɲa,0
memberang,məmberaŋ,2
pipet,pipet,1
bidik,bidiʔ,0
bakteri,baʔteri,1
dikosongkan,dikosoŋkan,0
mengeris,məŋəris,2
pencabutan,pəntʃabutan,1
stigma,stigma,0
pengasramaan,pəŋasramaʔan,1
berpagar,bərpagar,1
kedamaian,kədamaian,1
linang,linaŋ,0
membordir,məmbordir,1
berwaspada,bərwaspada,1
pelencit,pələntʃit,2
instalasi,instalasi,0
diperkenankan,dipərkənankan,2
berfalsafahkan,bərfalsafahkan,1
angit,aŋit,0
tengah,təŋah,1
teralun,təralun,1
pembekuan,pəmbəkuan,2
bikonkaf,bikonkaf,0
semenggah,səməŋgah,2
pelaut,pəlaut,1
banar,banar,0
mayor,major,0
berdendang,bərdendaŋ,2
pergaulan,pərgaulan,1
antarras,antarras,0
mempertengkarkan,məmpərtəŋkarkan,3
dulang,dulaŋ,0
penampang,pənampaŋ,1
meridian,meridian,1
bayang,bajaŋ,0
hatinya,hatiɲa,0
gaun,gaun,0
cakil,tʃakil,0
berbentrok,bərbəntroʔ,2
seminar,səminar,1
lingkup,liŋkup,0
menyatu,məɲatu,1
penyedap,pəɲədap,2
meneledorkan,mənəledorkan,3
dangkung,daŋkuŋ,0
fatalisme,fatalismə,1
rimbanya,rimbaɲa,0
dikubur,dikubur,0
konsumsi,konsumsi,0
lantai,lantai,0
menyenak,məɲənaʔ,2
kacir,katʃir,0
tindakannya,tindakanɲa,0
membusut,məmbusut,1
menderita,məndərita,2
menggemborkan,məŋgəmborkan,2
seberkas,səbərkas,2
sending,sendiŋ,1
merajuk,məradʒuʔ,1
inspirasi,inspirasi,0
berbuat,bərbuat,1
membangkit,məmbaŋkit,1
bekuan,bəkuan,1
histeria,histeria,1
berdefile,bərdefile,3
wewenang,wəwənaŋ,2
plak,plaʔ,0
diraja,diradʒa,0
kepandaiannya,kəpandaianɲa,1
itulah,itulah,0
tergali,tərgali,1
terhandal,tərhandal,1
menderum,məndərum,2
mengumpamakan,məŋumpamakan,1
kasim,kasim,0
keterlaluan,kətərlaluan,2
kelepasan,kələpasan,2
mengerobek,məŋərobeʔ,3
beluru,bəluru,1
mendiagnosis,məndiagnosis,1
pembestralan,pəmbəstralan,2
abstain,abstain,0
nakhoda,naʔhoda,0
taranya,taraɲa,0
baceman,batʃəman,1
waspada,waspada,0
mentor,mentor,1
perupuk,pərupuʔ,1
port,port,0
segani,səgani,1
berbumbu,bərbumbu,1
kencangnya,kəntʃaŋɲa,1
beragitasi,bəragitasi,1
pedongkang,pədoŋkaŋ,1
kemurnian,kəmurnian,1
tekong,tekoŋ,1
rajah,radʒah,0
gadis,gadis,0
menyemangati,məɲəmaŋati,2
diselipkan,disəlipkan,1
paroki,paroki,0
menembakkan,mənembaʔkan,2
pembujuk,pəmbudʒuʔ,1
cermin,tʃərmin,1
butang,butaŋ,0
bergerombolan,bərgərombolan,2
iming,imiŋ,0
menghubungi,məŋhubuŋi,1
permadani,pərmadani,1
tertonjol,tərtondʒol,1
pengkor,peŋkor,1
tegari,təgari,1
mendalamkan,məndalamkan,1
bersilang,bərsilaŋ,1
cetusan,tʃətusan,1
sendorong,səndoroŋ,1
beliut,bəliut,1
cendala,tʃəndala,1
gema,gəma,1
tepatnya,təpatɲa,1
setrap,sətrap,1
bubar,bubar,0
berhalangan,bərhalaŋan,1
surat,surat,0
yakni,jaʔni,0
hakikat,hakikat,0
bersalut,bərsalut,1
memanen,məmanen,2
mencakapi,məntʃakapi,1
mendamba,məndamba,1
maki,maki,0
busut,busut,0
buntal,buntal,0
menaik,mənaiʔ,1
bergagang,bərgagaŋ,1
disjoki,disdʒoki,0
wafat,wafat,0
serawal,sərawal,1
ketupa,kətupa,1
elefantiasis,eləfantiasis,2
terusi,tərusi,1
makannya,makanɲa,0
balok,baloʔ,0
nujum,nudʒum,0
bungaran,buŋaran,0
kekitir,kəkitir,1
antarwilayah,antarwilajah,0
tadi,tadi,0
pelanting,pəlantiŋ,1
seluang,səluaŋ,1
dialogis,dialogis,0
gurunya,guruɲa,0
lakukan,lakukan,0
menonjolkan,mənondʒolkan,1
dijamin,didʒamin,0
cegukan,tʃəgukan,1
pembusa,pəmbusa,1
berbahana,bərbahana,1
gelaran,gəlaran,1
riang,riaŋ,0
mempelajari,məmpəladʒari,2
bersepuh,bərsəpuh,2
melebur,mələbur,2
bersesalan,bərsəsalan,2
lempung,ləmpuŋ,1
mengebut,məŋəbut,2
lintasan,lintasan,0
boro,boro,0
vitamin,vitamin,0
denai,dənai,1
kewajaran,kəwadʒaran,1
bertangguh,bərtaŋguh,1
lehernya,leherɲa,2
beraja,bəradʒa,1
menyusukan,məɲusukan,1
menyeligi,məɲəligi,2
kanker,kankər,1
mangsanya,maŋsaɲa,0
mengecekkan,məŋetʃeʔkan,3
bacokan,batʃokan,0
siksaan,siʔsaʔan,0
menganggarkan,məŋaŋgarkan,1
penafian,pənafian,1
menjumlahkan,məndʒumlahkan,1
pengasoan,pəŋasoan,1
megol,megol,1
pelples,pelples,2
arsitektur,arsiteʔtur,1
sempil,səmpil,1
mengambrukkan,məŋambruʔkan,1
lali,lali,0
serenjang,sərəndʒaŋ,2
barid,barid,0
sepemanah,səpəmanah,2
pawai,pawai,0
melemahkan,mələmahkan,2
mujtahid,mudʒtahid,0
jorong,dʒoroŋ,0
diksi,diʔsi,0
rumputan,rumputan,0
berhad,bərhad,1
gendala,gəndala,1
kubur,kubur,0
buduk,buduʔ,0
sengkela,səŋkəla,2
mendokumentasikan,məndokumentasikan,2
rerumputan,rərumputan,1
wenang,wənaŋ,1
pemerkosa,pəmərkosa,2
terdapat,tərdapat,1
bambu,bambu,0
doktorandus,doʔtorandus,0
larangan,laraŋan,0
kelici,kəlitʃi,1
memperkatakan,məmpərkatakan,2
kerincing,kərintʃiŋ,1
menghadap,məŋhadap,1
gerigi,gərigi,1
kasa,kasa,0
berkonsep,bərkonsep,2
syak,sjaʔ,0
bajik,badʒiʔ,0
mencomeli,məntʃomeli,2
debirokratisasi,debiroʔratisasi,1
dialah,dialah,0
esak,esaʔ,1
keausan,kəausan,1
sedompol,sədompol,1
ajek,adʒəʔ,1
ditulisi,ditulisi,0
tuangan,tuaŋan,0
seruas,səruas,1
tengkuyung,təŋkujuŋ,1
vektor,veʔtor,1
adiksi,adiʔsi,0
pankreas,panʔreas,1
bulukan,bulukan,0
alingan,aliŋan,0
kenari,kənari,1
perhatian,pərhatian,1
mengusut,məŋusut,1
merintis,mərintis,1
mutu,mutu,0
amah,amah,0
disembelih,disəmbəlih,2
mengecilkan,məŋətʃilkan,2
kendala,kəndala,1
cuk,tʃuʔ,0
beludar,bəludar,1
meracau,məratʃau,1
penjajahan,pəndʒadʒahan,1
linoleum,linoleum,1
pesanan,pəsanan,1
poliklinik,poliʔliniʔ,0
parlementer,parləmenter,3
sonar,sonar,0
buncit,buntʃit,0
bermotifkan,bərmotifkan,1
mengabsahkan,məŋabsahkan,1
pengemas,pəŋəmas,2
mempercayakan,məmpərtʃajakan,2
kerencang,kərəntʃaŋ,2
berongsang,bəroŋsaŋ,1
arca,artʃa,0
mendanau,məndanau,1
terbikin,tərbikin,1
kempot,kəmpot,1
berbelas kasihan,bərbəlaskasihan,2
murah,murah,0
mengoyakkan,məŋojaʔkan,1
kurawal,kurawal,0
pegan,pəgan,1
revolver,revolver,2
penghias,pəŋhias,1
musim,musim,0
abaran,abaran,0
berui,bərui,1
pernikahan,pərnikahan,1
serompok,sərompoʔ,1
memperjuangkan,məmpərdʒuaŋkan,2
sakarin,sakarin,0
minda,minda,0
ganang,ganaŋ,0
sekelap,səkəlap,2
pidato,pidato,0
ucap,utʃap,0
dewa,dewa,1
balur,balur,0
fisika,fisika,0
semau,səmau,1
serosoh,sərosoh,1
intermeso,intərmeso,2
mementil,məməntil,2
merduk,mərduʔ,1
perekat,pərəkat,2
perian,pərian,1
memberitahu,məmbəritahu,2
balairung,balairuŋ,0
berseleleran,bərsəleleran,4
selurah,səlurah,1
awaarang,awaʔaraŋ,0
borang,boraŋ,0
menekurkan,mənəkurkan,2
tepat,təpat,1
kewanitaan,kəwanitaʔan,1
mengerabikkan,məŋərabiʔkan,2
mengangankan,məŋaŋankan,1
memanaskan,məmanaskan,1
sembelihan,səmbəlihan,2
sanggul,saŋgul,0
simpang,simpaŋ,0
delas,dəlas,1
buaya,buaja,0
sepenting,səpəntiŋ,2
menatah,mənatah,1
mengawininya,məŋawiniɲa,1
loyal,lojal,0
mengesang,məŋəsaŋ,2
kelintar,kəlintar,1
bandul,bandul,0
kesuma,kəsuma,1
berbekalkan,bərbəkalkan,2
cakapkan,tʃakapkan,0
berfungsi,bərfuŋsi,1
demen,dəmən,2
membulat,məmbulat,1
abuk,abuʔ,0
ampuk,ampuʔ,0
meres,meres,2
jalar,dʒalar,0
keteng,keteŋ,2
gusar,gusar,0
kecocokan,kətʃotʃokan,1
ekstremis,eʔstremis,2
blewah,blewah,1
sadel,sadəl,1
aprit,aprit,0
serbi,sərbi,1
saintifik,saintifiʔ,0
ratus,ratus,0
pelengkap,pələŋkap,2
menyengapkan,məɲəŋapkan,2
pembabat,pəmbabat,1
kejang,kədʒaŋ,1
godokan,godokan,0
adinda,adinda,0
tapal,tapal,0
terkaya,tərkaja,1
berikhtiar,bəriʔhtiar,1
dilingkari,diliŋkari,0
menghunus,məŋhunus,1
menjejaskan,məndʒədʒaskan,2
daayah,daʔajah,0
muat,muat,0
memikul,məmikul,1
keresek,kəreseʔ,3
dedap,dədap,1
penyadaran,pəɲadaran,1
kewibawaan,kəwibawaʔan,1
payang,pajaŋ,0
antihistamin,antihistamin,0
pengunduran,pəŋunduran,1
mengampaikan,məŋampaikan,1
merakit,mərakit,1
selepetan,sələpetan,3
konvokesyen,konvokesjən,2
buk,buʔ,0
stereoskop,stereoskop,2
disajikan,disadʒikan,0
demokratisasi,demoʔratisasi,1
logo,logo,0
pengandam,pəŋandam,1
meleset,məleset,3
ledak,lədaʔ,1
melarat,məlarat,1
pelitur,pəlitur,1
setem,sətem,2
penekelan,pənekəlan,3
tertimbus,tərtimbus,1
audiometer,audiometər,2
lebai,ləbai,1
awaracun,awaratʃun,0
untuknya,untuʔɲa,0
berpenumpang,bərpənumpaŋ,2
bumbung,bumbuŋ,0
jahit,dʒahit,0
ancam,antʃam,0
dibatalkan,dibatalkan,0
sepsis,sepsis,1
peloh,pəloh,1
kritikan,ʔritikan,0
amung,amuŋ,0
bakup,bakup,0
pengetesan,pəŋətesan,3
bum,bum,0
sado,sado,0
adigung,adiguŋ,0
ataukah,ataukah,0
edar,edar,1
ceracau,tʃəratʃau,1
dengkel,deŋkel,2
terpekak,tərpəkaʔ,2
intelek,inteleʔ,2
keteledoran,kətəledoran,3
terhukum,tərhukum,1
berlaba,bərlaba,1
pencadangan,pəntʃadaŋan,1
mengidentifikasi,məŋidentifikasi,2
candat,tʃandat,0
mainan,mainan,0
abu,abu,0
afrodisiak,afrodisiaʔ,0
berkecepatan,bərkətʃəpatan,3
membimbangkan,məmbimbaŋkan,1
disuruh,disuruh,0
bersabar,bərsabar,1
buraksa,buraʔsa,0
perlima,pərlima,1
berpadu,bərpadu,1
laskar,laskar,0
dihitung,dihituŋ,0
porositas,porositas,0
syurga,sjurga,0
memecah,məmətʃah,2
pembaptis,pəmbaptis,1
sentralistis,sentralistis,1
pepaya,pəpaja,1
seharga,səharga,1
abadiah,abadiah,0
berjatuhan,bərdʒatuhan,1
penyemprotan,pəɲəmprotan,2
kelus,kəlus,1
stopkontak,stopkontaʔ,0
menjilat,məndʒilat,1
sara,sara,0
kuncung,kuntʃuŋ,0
bakteriolog,baʔteriolog,1
tersemat,tərsəmat,2
kecanggihan,kətʃaŋgihan,1
perkutut,pərkutut,1
sekaten,səkaten,2
ilustrasi,ilustrasi,0
eksplosi,eʔsplosi,1
